ID,Name,Track_ID,Kp_BeginValue,Kp_BeginCorrected_Trolley_Value,Kp_EndValue,Kp_EndCorrected_Trolley_Value,Train_Formation_Characteristics_ID_List,Direction_After_Change_Of_Direction,SSP_ID_List,Change_Of_Ends_Zone_ID_List,Default_Stop,Traffic_Reversal_Commands
2042,COD_GZH_6E_RD_2_B,TR_6E_DMZ_GPP,845423,0,860894,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_GZH_2_D_1;SSP_GZH_2_D_2;SSP_GZH_2_D_3;SSP_GZH_2_D_4;SSP_GZH_2_U,COE_GZH_6E_RD_2_U;COE_GZH_6E_RD_2_D,false,None
2043,COD_KEN_5E_LU_5_B,TR_5E_DMZ_GPP,934615,0,951239,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_KEN_5_U_1;SSP_KEN_5_U_2;SSP_KEN_5_U_3;SSP_KEN_5_U_4;SSP_KEN_5_D_1;SSP_KEN_5_D_2;SSP_KEN_5_D_3;SSP_KEN_5_D_4,COE_KEN_5E_LU_5_U;COE_KEN_5E_LU_5_D,false,None
2044,COD_KEN_6E_RD_6_12_B,TR_6E_DMZ_GPP,935732,0,952365,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_KEN_10_U_3;SSP_KEN_10_U_4;SSP_KEN_8_D_1;SSP_KEN_8_D_2;SSP_KEN_6_D_3;SSP_KEN_6_D_4;SSP_KEN_8_U_1;SSP_KEN_8_U_2,COE_KEN_6E_RD_6_12_U;COE_KEN_6E_RD_6_12_D,false,None
2045,COD_GPP_5E_LU_9_B,TR_5E_DMZ_GPP,1006424,0,1019092,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_GPP_9_D_1;SSP_GPP_9_D_2;SSP_GPP_9_D_3;SSP_GPP_9_D_4;SSP_GPP_9_U,COE_GPP_5E_LU_9_U;COE_GPP_5E_LU_9_D,false,None
2046,COD_GPP_6E_RD_16_B,TR_6E_DMZ_GPP,1007482,0,1020199,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_GPP_16_U;SSP_GPP_16_D_1;SSP_GPP_16_D_2;SSP_GPP_16_D_3;SSP_GPP_16_D_4,COE_GPP_6E_RD_16_U;COE_GPP_6E_RD_16_D,false,None
2047,COD_WPP_100A_U,TR_S_EOT_239_WPP,181246,-1,184480,73,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_WPP_100A_D,COE_WPP_100A_100D_U,false,Up
2048,COD_WPP_100B_U,TR_S_EOT_239_WPP,184480,73,187655,36,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_WPP_100B_D,COE_WPP_100A_100D_U,false,None
2049,COD_WPP_100C_U,TR_S_EOT_239_WPP,187655,36,190830,-3,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Up,SSP_WPP_100C_D,COE_WPP_100A_100D_U,false,None
2050,COD_SLW_100A_U,TR_S_EOT_309_SLW,447076,-3,450726,-62,TRFC_S1S2_1;TRFC_S3M4_1,Up,SSP_SLW_100A_D,COE_SLW_100A_100B_U,false,Up
2051,COD_SLW_100B_U,TR_S_EOT_309_SLW,450726,-62,455367,-46,TRFC_S1S2_1;TRFC_S3M4_1,Up,SSP_SLW_100B_D,COE_SLW_100A_100B_U,false,None
2052,COD_LCM_125A_D,TR_S_313_EOT_LCM,532919,0,537119,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_LCM_125A_U,COE_LCM_125A_125D_D,false,None
2053,COD_LCM_125B_D,TR_S_313_EOT_LCM,537119,0,540319,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_LCM_125B_U,COE_LCM_125A_125D_D,false,None
2054,COD_LCM_125C_D,TR_S_313_EOT_LCM,540319,0,543519,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_LCM_125C_U,COE_LCM_125A_125D_D,false,None
2055,COD_LCM_125D_D,TR_S_313_EOT_LCM,543519,0,546869,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_LCM_125D_U,COE_LCM_125A_125D_D,false,Down
2060,COD_LCM_170_D,TR_S_367_EOT_LCM,527431,0,540516,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_LCM_170_U,COE_LCM_170_D,false,None
2064,COD_BLW_101A_D,TR_S_627_EOT_BLW,924992,-23,929492,28,TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_BLW_101A_U,COE_BLW_101A_101D_D,false,None
2065,COD_BLW_101B_D,TR_S_627_EOT_BLW,929492,28,932692,22,TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_BLW_101B_U,COE_BLW_101A_101D_D,false,None
2066,COD_BLW_101C_D,TR_S_627_EOT_BLW,932692,22,935892,20,TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_BLW_101C_U,COE_BLW_101A_101D_D,false,None
2067,COD_BLW_101D_D,TR_S_627_EOT_BLW,935892,20,941681,0,TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_BLW_101D_U,COE_BLW_101A_101D_D,false,Down
2068,COD_GN_110A_D,TR_S_673_EOT_GN,1257468,48,1261668,6,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_110A_U,COE_GN_110A_110E_D,false,None
2069,COD_GN_110B_D,TR_S_673_EOT_GN,1261668,6,1264868,5,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_110B_U,COE_GN_110A_110E_D,false,None
2070,COD_GN_110C_D,TR_S_673_EOT_GN,1264868,5,1268068,-31,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_110C_U,COE_GN_110A_110E_D,false,None
2071,COD_GN_110D_D,TR_S_673_EOT_GN,1268068,-31,1271268,9,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_110D_U,COE_GN_110A_110E_D,false,None
2072,COD_GN_110E_D,TR_S_673_EOT_GN,1271268,9,1275502,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_110E_U,COE_GN_110A_110E_D,false,Down
2073,COD_GN_20A_D,TR_2A_CS_GN,1257517,-3,1261763,35,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_20A_U,COE_GN_20A_20E_D,false,None
2074,COD_GN_20B_D,TR_2A_CS_GN,1261763,35,1264963,7,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_20B_U,COE_GN_20A_20E_D,false,None
2075,COD_GN_20C_D,TR_2A_CS_GN,1264963,7,1268163,14,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_20C_U,COE_GN_20A_20E_D,false,None
2076,COD_GN_20D_D,TR_2A_CS_GN,1268163,14,1271363,-9,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_20D_U,COE_GN_20A_20E_D,false,None
2077,COD_GN_20E_D,TR_2A_CS_GN,1271363,-9,1275488,-5,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_20E_U,COE_GN_20A_20E_D,false,None
2078,COD_GN_13A_D,TR_1A_CS_GN,1258881,67,1263081,17,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_13A_U,COE_GN_13A_13E_D,false,None
2079,COD_GN_13B_D,TR_1A_CS_GN,1263081,17,1266281,-49,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_13B_U,COE_GN_13A_13E_D,false,None
2080,COD_GN_13C_D,TR_1A_CS_GN,1266281,-49,1269481,-44,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_13C_U,COE_GN_13A_13E_D,false,None
2081,COD_GN_13D_D,TR_1A_CS_GN,1269481,-44,1272681,-20,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_13D_U,COE_GN_13A_13E_D,false,None
2082,COD_GN_13E_D,TR_1A_CS_GN,1272681,-20,1276896,-8,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_13E_U,COE_GN_13A_13E_D,false,None
2083,COD_GN_100A_D,TR_S_671_EOT_GN,1258963,16,1263176,10,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_100A_U,COE_GN_100A_100E_D,false,None
2084,COD_GN_100B_D,TR_S_671_EOT_GN,1263176,10,1266376,46,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_100B_U,COE_GN_100A_100E_D,false,None
2085,COD_GN_100C_D,TR_S_671_EOT_GN,1266376,46,1269576,28,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_100C_U,COE_GN_100A_100E_D,false,None
2086,COD_GN_100D_D,TR_S_671_EOT_GN,1269576,28,1272776,63,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_100D_U,COE_GN_100A_100E_D,false,None
2087,COD_GN_100E_D,TR_S_671_EOT_GN,1272776,63,1276913,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GN_100E_U,COE_GN_100A_100E_D,false,Down
2096,COD_DMZ_120A_D,TR_S_531_EOT_DMZ,292606,19,305214,-46,TRFC_M5M6;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_DMZ_120A_U,COE_DMZ_120A_120C_D,false,None
2097,COD_DMZ_120B_D,TR_S_531_EOT_DMZ,305214,-46,317014,-70,TRFC_M5M6;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_DMZ_120B_U,COE_DMZ_120A_120C_D,false,None
2098,COD_DMZ_120C_D,TR_S_531_EOT_DMZ,317014,-70,328864,247,TRFC_M5M6;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3,Down,SSP_DMZ_120C_U,COE_DMZ_120A_120C_D,false,None
2100,COD_GPP_130A_D,TR_S_585_EOT_GPP,1035809,49,1039689,8,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_130A_U,COE_GPP_130A_130D_D,false,None
2101,COD_GPP_130B_D,TR_S_585_EOT_GPP,1039689,8,1042889,36,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_130B_U,COE_GPP_130A_130D_D,false,None
2102,COD_GPP_130C_D,TR_S_585_EOT_GPP,1042889,36,1046089,-2,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_130C_U,COE_GPP_130A_130D_D,false,None
2103,COD_GPP_130D_D,TR_S_585_EOT_GPP,1046089,-2,1049289,-154,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_130D_U,COE_GPP_130A_130D_D,false,Down
2104,COD_GPP_120A_D,TR_S_581_EOT_GPP,1035809,112,1039651,94,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_120A_U,COE_GPP_120A_120D_D,false,None
2105,COD_GPP_120B_D,TR_S_581_EOT_GPP,1039651,94,1042851,137,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_120B_U,COE_GPP_120A_120D_D,false,None
2106,COD_GPP_120C_D,TR_S_581_EOT_GPP,1042851,137,1046051,98,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_120C_U,COE_GPP_120A_120D_D,false,None
2107,COD_GPP_120D_D,TR_S_581_EOT_GPP,1046051,98,1049251,-110,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_120D_U,COE_GPP_120A_120D_D,false,Down
2108,COD_GPP_20A_D,TR_6E_DMZ_GPP,1033253,12,1039370,50,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_20A_U,COE_GPP_20A_20D_D,false,None
2109,COD_GPP_20B_D,TR_6E_DMZ_GPP,1039370,50,1042570,80,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_20B_U,COE_GPP_20A_20D_D,false,None
2110,COD_GPP_20C_D,TR_6E_DMZ_GPP,1042570,80,1045770,42,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_20C_U,COE_GPP_20A_20D_D,false,None
2111,COD_GPP_20D_D,TR_6E_DMZ_GPP,1045770,42,1049495,-39,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_20D_U,COE_GPP_20A_20D_D,false,Down
2112,COD_GPP_110A_D,TR_S_583_EOT_GPP,1034092,-41,1038247,-3,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_110A_U,COE_GPP_110A_110D_D,false,None
2113,COD_GPP_110B_D,TR_S_583_EOT_GPP,1038247,-3,1041447,-37,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_110B_U,COE_GPP_110A_110D_D,false,None
2114,COD_GPP_110C_D,TR_S_583_EOT_GPP,1041447,-37,1044647,4,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_110C_U,COE_GPP_110A_110D_D,false,None
2115,COD_GPP_110D_D,TR_S_583_EOT_GPP,1044647,4,1048363,-42,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_110D_U,COE_GPP_110A_110D_D,false,Down
2116,COD_GPP_13A_D,TR_5E_DMZ_GPP,1034092,27,1038212,17,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_13A_U,COE_GPP_13A_13D_D,false,None
2117,COD_GPP_13B_D,TR_5E_DMZ_GPP,1038212,17,1041412,-25,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_13B_U,COE_GPP_13A_13D_D,false,None
2118,COD_GPP_13C_D,TR_5E_DMZ_GPP,1041412,-25,1044612,11,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_13C_U,COE_GPP_13A_13D_D,false,None
2119,COD_GPP_13D_D,TR_5E_DMZ_GPP,1044612,11,1048335,1,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_13D_U,COE_GPP_13A_13D_D,false,Down
2120,COD_GPP_100A_D,TR_S_579_EOT_GPP,1031595,-1,1038276,-43,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_100A_U,COE_GPP_100A_100D_D,false,None
2121,COD_GPP_100B_D,TR_S_579_EOT_GPP,1038276,-43,1041476,-75,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_100B_U,COE_GPP_100A_100D_D,false,None
2122,COD_GPP_100C_D,TR_S_579_EOT_GPP,1041476,-75,1044676,-37,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_100C_U,COE_GPP_100A_100D_D,false,None
2123,COD_GPP_100D_D,TR_S_579_EOT_GPP,1044676,-37,1048414,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Down,SSP_GPP_100D_U,COE_GPP_100A_100D_D,false,Down
2126,COD_ZD_3A_LU_11_17_B,TR_3A_SLW_ZD,917332,0,929888,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_ZD_17_U_234;SSP_ZD_15_D_2;SSP_ZD_13_D_3;SSP_ZD_11_D_4;SSP_ZD_17_U_1,COE_ZD_3A_LU_11_17_U;COE_ZD_3A_LU_11_17_D,false,None
2127,COD_ZD_12_LD_111A_111B_B,TR_12_ZD_ZD,922190,0,928815,0,TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S3M4_1;TRFC_S3M4_2,Both,SSP_ZD_111B_U_12;SSP_ZD_111B_D_1;SSP_ZD_111A_D_2,COE_ZD_12_LD_111A_111B_U;COE_ZD_12_LD_111A_111B_D,false,None
2128,COD_ZD_4A_RD_10_16_B,TR_4A_SLW_ZD,916500,0,929036,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_ZD_16_U;SSP_ZD_16_D_1;SSP_ZD_14_D_2;SSP_ZD_12_D_3;SSP_ZD_10_D_4,COE_ZD_4A_RD_10_16_U;COE_ZD_4A_RD_10_16_D,false,None
2129,COD_OAS_4A_LD_6_B,TR_4A_SLW_ZD,584170,0,597210,0,TRFC_M5M6,Both,SSP_OAS_6_U_1;SSP_OAS_6_U_2;SSP_OAS_6_U_3;SSP_OAS_6_U_4;SSP_OAS_6_D_1;SSP_OAS_6_D_2;SSP_OAS_6_D_3;SSP_OAS_6_D_4,COE_OAS_4A_LD_6_U;COE_OAS_4A_LD_6_D,false,None
2130,COD_OAS_3A_RU_3_7_B,TR_3A_SLW_ZD,583664,0,596595,0,TRFC_M5M6,Both,SSP_OAS_3_U_1;SSP_OAS_3_U_2;SSP_OAS_3_U_3;SSP_OAS_3_U_4;SSP_OAS_3_D_1;SSP_OAS_3_D_2;SSP_OAS_3_D_3;SSP_OAS_3_D_4,COE_OAS_3A_RU_3_7_U;COE_OAS_3A_RU_3_7_D,false,None
2131,COD_OAS_6A_LU_15_19_B,TR_6A_MDW_OAS,652007,0,664950,0,TRFC_M5M6,Both,SSP_OAS_15_U_1;SSP_OAS_15_U_2;SSP_OAS_15_U_3;SSP_OAS_15_U_4;SSP_OAS_15_D_1;SSP_OAS_15_D_2;SSP_OAS_15_D_3;SSP_OAS_15_D_4,COE_OAS_6A_LU_15_19_U;COE_OAS_6A_LU_15_19_D,false,None
2132,COD_RAI_3A_LU_1_B,TR_3A_SLW_ZD,810687,0,823659,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_RAI_1A_U_1;SSP_RAI_1A_U_2;SSP_RAI_1A_U_3;SSP_RAI_1A_U_4;SSP_RAI_1A_D,COE_RAI_3A_LU_1_U;COE_RAI_3A_LU_1_D,false,None
2133,COD_RAI_4A_RD_2_B,TR_4A_SLW_ZD,811741,0,824228,0,TRFC_M5M6;TRFC_S1S2_1;TRFC_S1S2_2;TRFC_S1S2_3;TRFC_S1S2_4;TRFC_S3M4_1;TRFC_S3M4_2;TRFC_S3M4_3;TRFC_S3M4_4,Both,SSP_RAI_2A_U_1;SSP_RAI_2A_U_2;SSP_RAI_2A_U_3;SSP_RAI_2A_U_4;SSP_RAI_2A_D,COE_RAI_4A_RD_2_U;COE_RAI_4A_RD_2_D,false,None
